fighter_slug,fighter_name,order,result,opponent,promotion,event,event_date,method,round,time
/fighter/Jimmy-Jackson-121197,Jimmy Jackson,6,loss,Corey Hinckley,NEF,Fight Night 10,2013-09-21,Submission (Guillotine Choke),3,0:35
/fighter/Jimmy-Jackson-121197,Jimmy Jackson,7,win,Josh Howe,XCP,Anarchy 2: Season's Beatings,2012-12-01,Submission (Rear-Naked Choke),1,1:36
/fighter/Joachim-Christensen-31777,Joachim Christensen,0,loss,Evgeny Erokhin,MFP,Parus Fight Championship,2021-11-06,TKO,1,1:24
/fighter/Joachim-Christensen-31777,Joachim Christensen,1,win,Milos Petrasek,Oktagon MMA,Oktagon 15: Vegh vs. Vemola,2019-11-09,Decision (Majority),3,5:00
/fighter/Joachim-Christensen-31777,Joachim Christensen,2,loss,Stephan Puetz,GMC,German MMA Championship 19,2019-03-23,Submission (Arm-Triangle Choke),2,4:50
/fighter/Joachim-Christensen-31777,Joachim Christensen,3,loss,Dovletdzhan Yagshimuradov,ACB,Stuttgart,2017-11-25,KO (Punch),1,1:14
/fighter/Joachim-Christensen-31777,Joachim Christensen,4,loss,Dominick Reyes,UFC Fight Night,Chiesa vs. Lee,2017-06-25,TKO (Punches),1,0:29
/fighter/Joachim-Christensen-31777,Joachim Christensen,5,loss,Gadzhimurad Antigulov,UFC,Miocic vs. Dos Santos 2,2017-05-13,Submission (Rear-Naked Choke),1,2:21
/fighter/Joachim-Christensen-31777,Joachim Christensen,6,win,Bojan Mihajlovic,UFC Fight Night,Rodriguez vs. Penn,2017-01-15,TKO (Punches),3,2:05
/fighter/Joachim-Christensen-31777,Joachim Christensen,7,loss,Henrique da Silva,UFC Fight Night,Lineker vs. Dodson,2016-10-01,Submission (Armbar),2,4:43
/fighter/Joachim-Christensen-31777,Joachim Christensen,8,win,Anthony Ruiz,ADW,Abu Dhabi Warriors 4,2016-05-24,Submission (Armbar),1,4:47
/fighter/Joachim-Christensen-31777,Joachim Christensen,9,win,Jonas Billstein,GMC,German MMA Championship 7,2015-11-07,KO (Punches),1,0:58
/fighter/Joachim-Christensen-31777,Joachim Christensen,10,win,Max Nunes,Superior Challenge,Malmo 2,2015-05-16,Decision (Split),3,5:00
/fighter/Joachim-Christensen-31777,Joachim Christensen,11,win,Matti Makela,Superior Challenge,Helsingborg,2014-05-03,Decision (Unanimous),3,5:00
/fighter/Joachim-Christensen-31777,Joachim Christensen,12,win,Stephan Puetz,EMMA,European MMA 8,2014-02-22,Decision (Unanimous),3,5:00
/fighter/Joachim-Christensen-31777,Joachim Christensen,13,loss,Marcus Vanttinen,Cage,Vantaa 2,2013-09-21,Decision (Majority),3,5:00
/fighter/Joachim-Christensen-31777,Joachim Christensen,14,win,Matti Makela,RA,Royal Arena 2,2012-08-31,Decision (Unanimous),3,5:00
/fighter/Joachim-Christensen-31777,Joachim Christensen,15,loss,Maxim Grishin,M-1 Challenge,Garner vs. Malikov,2012-05-16,Decision (Unanimous),3,5:00
/fighter/Joachim-Christensen-31777,Joachim Christensen,16,win,Wojciech Antczak,RA,Royal Arena,2012-03-10,Submission (Rear-Naked Choke),1,2:15
/fighter/Joachim-Christensen-31777,Joachim Christensen,17,win,Pierre Guillet,FG,Cage Fight,2011-10-01,Submission (Arm-Triangle Choke),3,3:55
/fighter/Joachim-Christensen-31777,Joachim Christensen,18,win,Ivan Gluhak,HFC,France vs. Europe,2011-05-06,KO (Punch),2,3:12
/fighter/Joachim-Christensen-31777,Joachim Christensen,19,win,Rowan Tol,FG,Bad Boys,2010-10-02,TKO (Punches),1,4:55
/fighter/Joachim-Christensen-31777,Joachim Christensen,20,loss,Juha Saarinen,Adrenaline,The New Generation,2010-02-13,Decision (Unanimous),3,5:00
/fighter/Joachim-Christensen-31777,Joachim Christensen,21,win,Marek Pilar,FG,Fighter Gala 9,2009-08-30,TKO (Punches),1,2:18
/fighter/Joachim-Christensen-31777,Joachim Christensen,22,win,Michael Bender,Adrenaline,Rise of the Champions,2008-04-12,Submission (Arm Triangle Choke),1,1:42
/fighter/Joachim-Christensen-31777,Joachim Christensen,23,win,Alex Landoni,Adrenaline,Feel the Rush,2007-05-05,Submission (Triangle Choke),1,5:00
/fighter/Joachim-Etonde-Tongo-428081,Joachim Etonde Tongo,0,loss,Moustapha Diakhate,AFC,Atomic Fighting Championship,2023-03-05,TKO (Head Kick and Punches),1,3:40
/fighter/Joachim-Etonde-Tongo-428081,Joachim Etonde Tongo,1,loss,Bafode Gassama,FMMAF,MMA League 1: Evry - Day 1,2022-12-17,Decision (Unanimous),3,3:00
/fighter/Joao-Paulo-Silva-Santos-398940,Joao Paulo Silva Santos,0,win,Erick Cardoso,Bison Kombat,Bocao vs. Garotao,2025-07-12,Decision (Split),3,5:00
/fighter/Joao-Paulo-Silva-Santos-398940,Joao Paulo Silva Santos,1,loss,Neemias Santana,SFT,Dos Santos vs. Terra Nova,2024-09-21,KO (Elbow),2,1:32
/fighter/Joao-Paulo-Silva-Santos-398940,Joao Paulo Silva Santos,2,loss,Lucas Fernando,LFA,Cantanhede vs. Guimaraes,2024-05-03,Decision (Unanimous),3,5:00
/fighter/Joao-Paulo-Silva-Santos-398940,Joao Paulo Silva Santos,3,win,Lucas Rodrigues Lopes,Jungle Fight,Sao Paulo,2023-12-16,Submission (Rear-Naked Choke),2,0:47
/fighter/Joao-Paulo-Silva-Santos-398940,Joao Paulo Silva Santos,4,loss,Richard Martins,LFA,Neto vs. Conrado,2023-09-02,KO (Punch),2,1:36
/fighter/Joao-Paulo-Silva-Santos-398940,Joao Paulo Silva Santos,5,win,Luis Felipe,Thunder Fight,Babuino vs. Manchinha 2,2023-07-01,TKO,2,0:00
/fighter/Joao-Paulo-Silva-Santos-398940,Joao Paulo Silva Santos,6,win,Julio Cesar Spadaccini,LFA,Fernando vs. Silva,2023-03-10,KO (Flying Knee and Punches),3,3:18
/fighter/Joao-Paulo-Silva-Santos-398940,Joao Paulo Silva Santos,7,win,Edson Silva,SFT,Prates vs. De Oliveira,2022-09-03,Decision (Unanimous),3,5:00
/fighter/Joao-Paulo-Silva-Santos-398940,Joao Paulo Silva Santos,8,loss,Reginaldo Geraldo Jr.,SFT,Warriors of the Cage: Sousa vs. Jacare,2022-07-23,Submission (Arm-Triangle Choke),2,2:24
/fighter/Joao-Paulo-Silva-Santos-398940,Joao Paulo Silva Santos,9,win,Augusto Rosa,Thunder Fight,Copa Thunder Fight 16,2021-12-19,TKO Eduardo Mello,1,3:15
/fighter/Joao-Paulo-Silva-Santos-398940,Joao Paulo Silva Santos,10,win,Derik de Freitas do Amaral,Thunder Fight,Copa Thunder Fight 15,2021-11-14,TKO Eduardo Mello,1,4:15
/fighter/Joao-Paulo-Silva-Santos-398940,Joao Paulo Silva Santos,11,win,William Medeiros,FK,Fight Kombat 6,2021-09-18,Submission (Rear-Naked Choke),2,3:14
/fighter/Joao-Pedro-Moreira-de-Carvalho-407152,Joao Pedro Moreira de Carvalho,0,loss,Leandro Solano,R1 Fighting Series,Moreira vs. Solano,2026-01-21,Submission (Rear-Naked Choke),2,0:55
/fighter/Joao-Pedro-Moreira-de-Carvalho-407152,Joao Pedro Moreira de Carvalho,1,win,Geter Lirio,Samurai Fight,Fight Night,2025-10-04,TKO (Punches),2,2:45
/fighter/Joao-Pedro-Moreira-de-Carvalho-407152,Joao Pedro Moreira de Carvalho,2,loss,Leonardo Cerboni,LFA,Degli vs. Severino,2025-07-11,Decision (Unanimous),3,5:00
/fighter/Joao-Pedro-Moreira-de-Carvalho-407152,Joao Pedro Moreira de Carvalho,3,win,Gustavo Ribeiro,LFA,Pires vs. Abojer,2025-03-28,KO (Punches),1,1:30
/fighter/Joao-Pedro-Moreira-de-Carvalho-407152,Joao Pedro Moreira de Carvalho,4,win,Thiago Santana de Castro,Samurai Fight,Fight Night,2024-11-09,TKO Andre Madeira,1,1:48
/fighter/Joao-Pedro-Moreira-de-Carvalho-407152,Joao Pedro Moreira de Carvalho,5,win,Izaias Rocha,NP Fight,NPF 21,2024-03-16,TKO (Punch),1,2:21
/fighter/Joao-Pedro-Moreira-de-Carvalho-407152,Joao Pedro Moreira de Carvalho,6,win,Erick Maia,NP Fight,NPF 20,2023-11-11,TKO (Doctor Stoppage),1,3:40
/fighter/Joao-Pedro-Moreira-de-Carvalho-407152,Joao Pedro Moreira de Carvalho,7,win,Felipe Ferreira Santos,Federal MMA,Federal MMA,2023-05-07,TKO (Punch),1,1:30
/fighter/Joao-Pedro-Moreira-de-Carvalho-407152,Joao Pedro Moreira de Carvalho,8,win,Eliwelton Travassos,FGC,Federal Gladiators Combat 5,2022-10-08,TKO (Punch),1,2:36
/fighter/Joao-Pedro-Moreira-de-Carvalho-407152,Joao Pedro Moreira de Carvalho,9,loss,Juan Pablo Vieira,COF,Centro Oeste Fight 16,2022-07-23,TKO (Punch),2,1:54
/fighter/Joao-Pedro-Moreira-de-Carvalho-407152,Joao Pedro Moreira de Carvalho,10,win,Josivan Xavier Silva,XFC,Extreme Federal Championship,2022-05-28,TKO (Punch),1,0:35
/fighter/Joe-Iorio-412144,Joe Iorio,0,loss,Dalton Rosta,MMAB,St. Lucy's Fight Night 10,2017-11-22,TKO (Punches),2,1:41
/fighter/Joe-Iorio-412144,Joe Iorio,1,win,Anthony Perkins,MMAB,Yankee Lake Brawlroom 45,2016-09-17,KO (Punches),1,2:04
/fighter/Joe-Iorio-412144,Joe Iorio,2,win,Joe Cecala,MMAB,Yankee Lake Brawlroom 44,2016-04-30,TKO (Punches),1,1:39
/fighter/Joe-Menehm-312347,Joe Menehm,0,loss,Jonathan Piersma,Full Contact Promotions,Rage in the Cage 8,2019-01-05,Decision (Unanimous),3,3:00
/fighter/Joendson-Lopes-412474,Joendson Lopes,0,loss,Yan Gomes Guirra,Samurai Fight,Fight Night,2024-11-09,Submission (Guillotine Choke),1,1:21
/fighter/Joendson-Lopes-412474,Joendson Lopes,1,loss,Clauber Jose de Souza,CFS,Clube Fight Show 001,2024-08-17,Submission (Guillotine Choke),1,3:58
/fighter/Joendson-Lopes-412474,Joendson Lopes,2,loss,Juan Pablo Vieira,COF,Centro Oeste Fight 17,2022-11-26,TKO (Punch and Knee),1,3:40
/fighter/Joendson-Lopes-412474,Joendson Lopes,3,win,Petronio Pereira,NKF,New Kombat Fight,2022-08-13,Submission (Arm-Triangle Choke),1,3:33
/fighter/Joey-Reis-297413,Joey Reis,0,win,Michael Boylan,Caged Aggression,The Trifecta: Night 3,2022-03-26,Submission (Armbar),2,2:37
/fighter/Joey-Reis-297413,Joey Reis,1,loss,Clayton Whaley,Shamrock FC,Shamrock 331,2021-09-25,Decision (Unanimous),3,3:00
/fighter/Joey-Reis-297413,Joey Reis,2,loss,Matthew Cantwell,Caged Aggression,Triple Threat: Day 1,2021-03-25,Submission (Triangle Choke),3,
/fighter/Joey-Reis-297413,Joey Reis,3,loss,Brandt Cooper,Caged Aggression,Unstoppable: Day 2,2020-10-17,TKO (Punches),4,1:24
/fighter/Johannes-Michalik-194065,Johannes Michalik,0,loss,Niklas Stolze,Hype,Rumble in the Cage,2018-05-12,Submission (Rear-Naked Choke),1,2:47
/fighter/Johannes-Michalik-194065,Johannes Michalik,1,win,Giorgi Kabulashvili,MMA Live,Grand Prix,2018-04-14,TKO (Punches),1,3:01
/fighter/Johannes-Michalik-194065,Johannes Michalik,2,win,Dawid Koc,Heroic Battle,The Spectacel,2018-04-07,TKO (Punches),1,3:14
/fighter/Johannes-Michalik-194065,Johannes Michalik,3,loss,Aqel Shah Sofizada,GMC,German MMA Championship 14,2018-02-24,Decision (Unanimous),3,5:00
/fighter/Johannes-Michalik-194065,Johannes Michalik,4,loss,Abdurashid Ataev,GMC,German MMA Championship 10,2017-01-07,Submission (Rear-Naked Choke),2,3:11
/fighter/Johannes-Michalik-194065,Johannes Michalik,5,loss,David Kozma,XFN,X Fight Nights 2,2016-12-18,Submission (Rear-Naked Choke),1,4:39
/fighter/Johannes-Michalik-194065,Johannes Michalik,6,win,Moez Schams,Hype,Rumble in the Cage,2016-11-05,Submission,1,
/fighter/Johannes-Michalik-194065,Johannes Michalik,7,win,Victor Kessler,Hype,Rumble in the Cage,2016-05-21,Submission (Rear-Naked Choke),1,
/fighter/Johannes-Michalik-194065,Johannes Michalik,8,loss,Victor Kessler,Gastro Fight Night,Round 3,2016-04-02,KO (Punch),1,0:00
/fighter/Johannes-Michalik-194065,Johannes Michalik,9,loss,Sebastian Reimitz,Ravage,Ravage Series 2,2016-02-20,Decision (Unanimous),3,5:00
/fighter/Johannes-Michalik-194065,Johannes Michalik,10,loss,Gurpreet Singh,Ravage,Ravage Series 1,2015-08-29,Decision (Unanimous),0,
/fighter/Johannes-Michalik-194065,Johannes Michalik,11,loss,Stephan Janssen,WLMMA,We Love MMA 15,2015-07-04,Submission (Triangle Choke),1,0:00
/fighter/Johannes-Michalik-194065,Johannes Michalik,12,win,Theodor Keck,VMMA,Vote MMA 3,2015-05-30,TKO (Broken Nose),2,1:20
/fighter/Johannes-Michalik-194065,Johannes Michalik,13,win,Sebastian Reimitz,Hype FC,Hype Fighting Championship,2015-05-23,Decision (Majority),2,5:00
/fighter/Johannes-Michalik-194065,Johannes Michalik,14,loss,Sven Goos,GMC,German MMA Championship 6,2015-04-18,Decision (Unanimous),3,5:00
/fighter/Johannes-Michalik-194065,Johannes Michalik,15,win,Marcus Wuste,WLMMA,We Love MMA 13,2015-03-14,TKO (Punches),2,4:41
/fighter/John-Birdsong-371610,John Birdsong,0,loss,Lazaro Dayron,Titan,Taylor vs. Edwards,2021-12-17,TKO (Submission to Punches),1,2:27
/fighter/John-Birdsong-371610,John Birdsong,1,loss,Sal Guerriero,Titan,Usman vs. Hodges,2020-08-28,Submission (Rear-Naked Choke),1,3:48
/fighter/John-Birdsong-371610,John Birdsong,2,loss,Gustavo Villamil,Titan,Hamed vs. Carrillo,2020-05-29,Submission (Rear-Naked Choke),2,3:29
/fighter/John-Milledge-35822,John Milledge,0,loss,Michael Boylan,Extreme Challenge,Fight Night at Wild Rose Casino,2024-05-18,TKO (Submission to Punches),1,0:09
/fighter/John-Milledge-35822,John Milledge,1,loss,Chuka Willis,PFC,Phoenix Fighting Challenge 3,2015-12-11,TKO (Punches),1,0:11
/fighter/John-Milledge-35822,John Milledge,2,win,Bryce McKeever,MCC,Moreno vs. Stoddard,2015-09-04,Submission (Rear-Naked Choke),1,0:09
/fighter/John-Milledge-35822,John Milledge,3,loss,Ago Huskic,MCC,Howser vs. O'Brien,2015-06-19,Submission (Rear-Naked Choke),1,1:21
/fighter/John-Milledge-35822,John Milledge,4,loss,Dyllon Muniz,WWFC,World War Fighting Championship 16,2014-08-16,TKO (Punches),1,2:04
/fighter/John-Milledge-35822,John Milledge,5,loss,Paul Bird,WWFC,World War Fighting Championships 15,2014-05-31,TKO (Punches),1,0:35
/fighter/John-Milledge-35822,John Milledge,6,loss,Jared Zahalka,CFX,Cage Fighting Xtreme,2013-06-29,TKO (Submission to Punches),1,1:33
/fighter/John-Milledge-35822,John Milledge,7,win,Joe Germain,Brutaal Fight Night,Shenanigans Fight Night 2,2013-03-23,Submission (Front Choke),1,0:29
/fighter/John-Milledge-35822,John Milledge,8,loss,Nate Richardson,CFX,Cage Fighting Xtreme,2012-11-17,TKO (Submission to Punches),1,0:47
/fighter/John-Milledge-35822,John Milledge,9,loss,Anthony Baccam,MCC,Domination,2012-03-02,TKO (Submission to Punches),1,3:02
/fighter/John-Milledge-35822,John Milledge,10,loss,Dan Moret,Brutaal,Fight Night,2012-02-18,TKO (Submission to Punches),1,1:30
/fighter/John-Milledge-35822,John Milledge,11,loss,Cody Pasquale,Brutaal Fight Night,All American Cage Fights,2011-12-03,Submission (Choke),1,1:13
/fighter/John-Milledge-35822,John Milledge,12,win,Danny Black,ACFC,American Cage Fighting Championships,2011-05-28,Submission (Guillotine Choke),1,0:41
/fighter/John-Milledge-35822,John Milledge,13,win,Duncan Bright,Brutaal,Fight Night,2010-08-27,TKO (Punches),1,0:34
/fighter/John-Milledge-35822,John Milledge,14,win,Dillon Dalton,Brutaal,Fight Nation,2008-08-22,Submission (Rear-Naked Choke),2,2:51
/fighter/John-Milledge-35822,John Milledge,15,win,Tim Hartman,Brutaal,Fight Nation,2008-07-12,Submission (Guillotine Choke),1,1:25
/fighter/John-Milledge-35822,John Milledge,0,loss,Dane Smith,Brutaal Fight Night,Donkey Punch,2009-08-07,TKO (Punches),1,2:45
/fighter/John-Redmond-56596,John Redmond,0,loss,Henry Fadipe,CLFC,Cage Legacy 17,2022-09-30,TKO,2,0:00
/fighter/John-Redmond-56596,John Redmond,1,loss,Darwin Rodriguez,EPF,European Pro Fighting 1,2021-06-19,Submission (Guillotine Choke),1,1:06
/fighter/John-Redmond-56596,John Redmond,2,loss,Jonatan Westin,AKFC,AK Fighting Championship 2,2019-11-16,TKO (Elbows and Punches),1,3:08
/fighter/John-Redmond-56596,John Redmond,3,loss,Kevin Fryer,Bellator,Mousasi vs. Lovato Jr.,2019-06-22,Decision (Split),3,5:00
/fighter/John-Redmond-56596,John Redmond,4,loss,Charlie Ward,Bellator,McKee vs. Moore,2017-11-10,KO (Punches),1,4:59
/fighter/John-Redmond-56596,John Redmond,5,loss,Leeroy Barnes,CWFC,Cage Warriors Unplugged,2016-11-12,Technical Submission (Guillotine Choke),1,0:34
/fighter/John-Redmond-56596,John Redmond,6,loss,Shining Sun,CWM MMA,Fists of Fury,2016-09-25,Submission (Heel Hook),1,1:50
/fighter/John-Redmond-56596,John Redmond,7,win,Glenn Irvine,BAMMA,Saadeh vs. Young,2016-09-10,KO (Punch),2,0:19
/fighter/John-Redmond-56596,John Redmond,8,win,Modestas Bukauskas,CWFC,Cage Warriors Fighting Championship 77,2016-07-08,TKO (Punches),1,1:12
/fighter/John-Redmond-56596,John Redmond,9,loss,Will Fleury,BFC,Battlezone Fighting Championships 15,2016-04-02,Submission (Arm-Triangle Choke),1,0:00
/fighter/John-Redmond-56596,John Redmond,10,loss,Rhys McKee,BAMMA,Duquesnoy vs. Loughnane,2015-09-19,Submission (Rear-Naked Choke),1,4:36
/fighter/John-Redmond-56596,John Redmond,11,loss,Kyle Redfearn,Fightstar Promotions,Rage in the Cage 3,2015-03-21,KO (Knee and Punches),1,0:00
/fighter/John-Redmond-56596,John Redmond,12,loss,Craig White,CWFC,Fight Night 11,2014-04-18,TKO (Doctor Stoppage),2,2:06
/fighter/John-Redmond-56596,John Redmond,13,win,Kieran Davern,CWFC,Cage Warriors Fighting Championship 63,2013-12-31,Submission (Guillotine Choke),1,1:57
/fighter/John-Redmond-56596,John Redmond,14,loss,Piotr Ptasinski,CWFC,Cage Warriors Fighting Championship 55,2013-06-01,Submission (Rear-Naked Choke),2,4:46
/fighter/John-Redmond-56596,John Redmond,15,win,Christopher McDonald,CC,Daley vs. Vallee,2013-02-23,Decision (Majority),3,5:00
/fighter/John-Redmond-56596,John Redmond,16,loss,Henry Fadipe,CGP,Cage Gods 1,2012-06-03,Submission (Rear-Naked Choke),1,3:53
/fighter/John-Redmond-56596,John Redmond,17,loss,John Michael Sheil,BFC,Battlezone Fighting Championships 4,2011-11-12,TKO (Punches),1,4:24
/fighter/John-Redmond-56596,John Redmond,18,loss,Henry Fadipe,RIR,Rumble in Rush 6,2011-09-10,KO (Punch),1,0:00
/fighter/John-Redmond-56596,John Redmond,19,loss,Chris Fields,CC,Roddy vs. Davis,2011-07-23,Submission (Brabo Choke),2,1:32
/fighter/John-Redmond-56596,John Redmond,20,loss,John Michael Sheil,CC,Fields vs. Redmond,2011-03-12,TKO (Punches),1,2:52
/fighter/John-Redmond-56596,John Redmond,21,win,Tim McCrory,CW,Clan Wars 4,2010-08-08,TKO (Corner Stoppage),1,0:00
/fighter/John-Redmond-56596,John Redmond,22,win,Pete Molloy,CC,Xtreme Fighting,2010-05-01,TKO (Punches),1,0:00
/fighter/John-Redmond-56596,John Redmond,23,win,Paul Cummins,TNP,Hells Rage,2010-02-27,Submission (Guillotine Choke),1,0:00
/fighter/John-Redmond-56596,John Redmond,24,loss,Alan O'Loughran,K.O.,The Fight Before Christmas 2,2009-12-12,Submission (Rear-Naked Choke),1,2:45
/fighter/John-Redmond-56596,John Redmond,0,win,Rob Win,RIR,Rumble in Rush 2,2009-11-07,Submission (Armbar),1,1:17
/fighter/John-Redmond-56596,John Redmond,1,loss,Aaron Flynn,UC,Anarchy,2009-03-01,Submission (Armbar),1,0:00
/fighter/John-Salter-44683,John Salter,0,win,Aaron Jeffery,Bellator,Golm vs. James,2023-03-31,Decision (Unanimous),3,5:00
/fighter/John-Salter-44683,John Salter,1,loss,Johnny Eblen,Bellator,Borics vs. Burnell,2022-03-12,Decision (Unanimous),3,5:00
/fighter/John-Salter-44683,John Salter,2,loss,Gegard Mousasi,Bellator,Mousasi vs. Salter,2021-08-13,TKO (Punches),3,2:07
/fighter/John-Salter-44683,John Salter,3,win,Andrew Kapel,Bellator,Bader vs. Nemkov,2020-08-21,Submission (Arm-Triangle Choke),3,3:11
/fighter/John-Salter-44683,John Salter,4,win,Costello van Steenis,Bellator,Salter vs. van Steenis,2019-11-08,Decision (Unanimous),3,5:00
/fighter/John-Salter-44683,John Salter,5,win,Chidi Njokuani,Bellator,Njokuani vs. Salter,2018-11-30,Submission (Rear-Naked Choke),1,4:32
/fighter/John-Salter-44683,John Salter,6,loss,Rafael Lovato Jr.,Bellator,McKee vs. Macapa,2018-09-21,Submission (Rear-Naked Choke),3,4:27
/fighter/John-Salter-44683,John Salter,7,win,Jason Radcliffe,Bellator,Lahat vs. Labiano,2017-11-16,Submission (Rear-Naked Choke),1,1:55
/fighter/John-Salter-44683,John Salter,8,win,Kendall Grove,Bellator,Campos vs. Girtz 3,2017-07-14,Technical Submission (Rear-Naked Choke),1,4:37
/fighter/John-Salter-44683,John Salter,9,win,Claudio Annicchiarico,Bellator,Sakara vs. Beltran,2016-12-10,TKO (Punches),1,1:40
/fighter/John-Salter-44683,John Salter,10,win,Brandon Halsey,Bellator,Galvao vs. Dantas 2,2016-06-17,Submission (Triangle Choke),1,4:03
/fighter/John-Salter-44683,John Salter,11,win,Dustin Jacoby,Bellator,Pitbull vs. Straus 2,2015-01-16,Submission (Rear-Naked Choke),2,3:33
/fighter/John-Salter-44683,John Salter,12,win,Jaime Jara,TWC,Halloween Havoc 3,2013-10-25,Submission (Triangle Choke),1,2:20
/fighter/John-Salter-44683,John Salter,13,win,Fred Weaver,SHP,Strike Hard Productions 23,2013-04-27,TKO (Punches),1,2:38
/fighter/John-Salter-44683,John Salter,14,loss,Reggie Pena,XFC,Music City Mayhem,2012-06-22,Submission (Guillotine Choke),2,0:36
/fighter/John-Salter-44683,John Salter,15,win,Ryan Machan,PFC,Pure Fighting Championships 8,2011-12-09,Submission (Rear-Naked Choke),1,2:47
/fighter/John-Salter-44683,John Salter,16,win,Kalib Starnes,AFC,Conviction,2011-06-18,TKO (Punches),2,4:13
/fighter/John-Salter-44683,John Salter,17,win,Casey Huffman,Strikeforce,Challengers 13,2011-01-07,TKO (Punches),1,2:59
/fighter/John-Salter-44683,John Salter,18,loss,Dan Miller,UFC,Edgar vs. Penn 2,2010-08-28,Submission (Guillotine Choke),2,1:53
/fighter/John-Salter-44683,John Salter,19,win,Jason MacDonald,UFC,Machida vs. Shogun 2,2010-05-08,TKO (Leg Injury),1,2:42
/fighter/John-Salter-44683,John Salter,20,loss,Gerald Harris,UFC Fight Night,Maynard vs. Diaz,2010-01-11,TKO (Punches),3,3:24
/fighter/John-Salter-44683,John Salter,21,win,Jeremiah Riggs,CCCW,The 3rd Degree,2009-10-17,TKO (Punches),1,4:44
/fighter/John-Salter-44683,John Salter,22,win,James Hammortree,Ultimate Event Promotions,Vendetta,2009-07-27,Submission (Arm-Triangle Choke),3,1:58
/fighter/John-Salter-44683,John Salter,23,win,Roberto Traven,AMMA,Adrenaline MMA 3,2009-06-13,KO (Punches),1,2:15
/fighter/John-Salter-44683,John Salter,24,win,Patrick Mandio,KOTC,Invincible,2009-03-27,Submission (Armbar),1,4:35
/fighter/John-Sweeney-249311,John Sweeney,0,loss,Shoko Sato,Rizin FF,Rizin 52,2026-03-07,Submission (Triangle Choke),1,4:49
/fighter/John-Sweeney-249311,John Sweeney,1,win,Rafael do Nascimento,LFA,Sweeney vs. Do Nascimento,2024-07-12,Decision (Unanimous),5,5:00
/fighter/John-Sweeney-249311,John Sweeney,2,win,Allan Begosso,LFA,Sweeney vs. Begosso,2023-06-16,Decision (Unanimous),5,5:00
/fighter/John-Sweeney-249311,John Sweeney,3,win,Ary Farias,LFA,Farias vs. Sweeney,2023-01-13,Decision (Unanimous),3,5:00
/fighter/John-Sweeney-249311,John Sweeney,4,win,Ricardo Dias,LFA,Gibson vs. Amil,2022-07-29,Decision (Split),3,5:00
/fighter/John-Sweeney-249311,John Sweeney,5,win,Cole Smith,XMMA,Black Magic,2022-04-02,Decision (Split),3,5:00
/fighter/John-Sweeney-249311,John Sweeney,6,win,Leonardo Morales,Combate Global,Morales vs. Sweeney,2021-10-01,Decision (Unanimous),3,5:00
/fighter/John-Sweeney-249311,John Sweeney,7,win,Dre Miley,XMMA,Saunders vs. Nijem,2021-07-30,KO (Punches),1,0:33
/fighter/John-Sweeney-249311,John Sweeney,8,win,Calvin Harbaugh,SMMA,Showcase MMA 19,2021-05-29,TKO (Submission to Punches),1,
/fighter/John-Sweeney-249311,John Sweeney,9,loss,Cody Durden,NFC,National Fighting Championship 125,2020-07-18,TKO (Punches),1,1:20
/fighter/John-Sweeney-249311,John Sweeney,10,loss,Phil Caracappa,ROC,Ring of Combat 67,2019-02-22,TKO (Punches),3,0:32
/fighter/John-Sweeney-249311,John Sweeney,11,win,Jose Medrano,NFC,National Fighting Championship 114,2018-12-07,TKO (Punches),1,2:38
/fighter/John-Sweeney-249311,John Sweeney,12,win,Keith Lee,864 Fighting Championship,Fight 3,2018-03-24,Decision (Split),3,5:00
/fighter/John-Sweeney-249311,John Sweeney,13,win,Dave Morgan,864 Fighting Championship,Fight 1,2018-01-27,TKO (Punches),2,3:39
/fighter/John-Sweeney-249311,John Sweeney,14,loss,Jacob Hebeisen,NFC,National Fighting Championship 100: Elmore vs. Longano,2017-10-13,Decision (Unanimous),3,5:00
